id,insee,num_demand,lat,lon,v_commune_2024_Insee_LIBELLE
530,"66150","35",42.41176402,2.36818614,Prats-de-Mollo-la-Preste
438,"66122","117",42.63124635,2.28104106,Nohèdes
770,"66147","37",42.57069668,1.80916074,Porté-Puymorens
777,"66066","17",42.50197682,1.88470831,Enveitg
83,"66074","20",42.66693315,2.43154548,Eus
950,"66157","38",42.60238550,2.15337974,Railleu
389,"66150","76",42.43597708,2.40481450,Prats-de-Mollo-la-Preste
1186,"66198","41",42.70039478,2.39090579,Sournia
1733,"66062","48",42.50586036,1.92110430,Dorres
640,"66125","178",42.57828025,2.27298341,Olette
902,"66066","17",42.50917546,1.86055211,Enveitg
1742,"66062","48",42.50229378,1.92181196,Dorres
370,"66150","76",42.43998871,2.38253260,Prats-de-Mollo-la-Preste
1005,"66103","144",42.46379462,2.28242889,Marquixanes
2425,"66062","48",42.50567567,1.91305201,Dorres
152,"66066","17",42.50723840,1.90609431,Enveitg
733,"66066","17",42.50486457,1.86237576,Enveitg
98,"66034","25",42.66342656,2.38090078,Campôme
653,"66128","55",42.57631212,2.22401242,Oreilla
739,"66066","17",42.49307610,1.87655865,Enveitg
3113,"66150","206",42.41012214,2.36732888,Prats-de-Mollo-la-Preste
3116,"66150","206",42.41826704,2.40335596,Prats-de-Mollo-la-Preste
769,"66066","17",42.50426016,1.90510509,Enveitg
3547,"66190","228",42.84373124,2.84132802,Salses-le-Château
748,"66066","17",42.49344806,1.88955400,Enveitg
1057,"66119","25",42.68806439,2.35640409,Mosset
2120,"66150","76",42.44250570,2.38514928,Prats-de-Mollo-la-Preste
246,"66119","106",42.69479965,2.28520233,Mosset
1022,"66119","106",42.69895841,2.31426607,Mosset
2168,"66074","112",42.66225595,2.46258654,Eus
2117,"66198","73",42.69519175,2.38741791,Sournia
700,"66150","32",42.41770702,2.36357194,Prats-de-Mollo-la-Preste
279,"66119","106",42.69023717,2.26260411,Mosset
3117,"66150","206",42.41853856,2.39544429,Prats-de-Mollo-la-Preste
16,"66119","106",42.69420519,2.30904223,Mosset
3422,"66193","126",42.59159685,2.31708619,Serdinya
284,"66150","76",42.43948105,2.40416176,Prats-de-Mollo-la-Preste
201,"66155","54",42.48357031,2.39582323,Py
285,"66150","76",42.44004222,2.40605598,Prats-de-Mollo-la-Preste
171,"66150","31",42.45965745,2.41808724,Prats-de-Mollo-la-Preste
228,"66119","122",42.68403627,2.27691274,Mosset
3437,"66062","48",42.52726930,1.92580184,Dorres
3438,"66062","48",42.51435109,1.93167191,Dorres
142,"66072","45",42.47750555,2.01549338,Estavar
295,"66080","103",42.45910154,2.16756234,Fontpédrouse
236,"66122","149",42.63472107,2.23839287,Nohèdes
1340,"66119","106",42.69633138,2.26834187,Mosset
1313,"66119","106",42.68794706,2.26953509,Mosset
475,"66122","149",42.63489027,2.23335440,Nohèdes
62,"66122","149",42.63451481,2.22897524,Nohèdes
3696,"66166","236",42.51955101,2.37854854,Sahorre
208,"66074","20",42.68128093,2.43940438,Eus
2594,"66198","69",42.71444782,2.39188825,Sournia
3698,"66166","236",42.52614572,2.37822891,Sahorre
394,"66109","25",42.68559170,2.38319418,Molitg-les-Bains
2173,"66090","56",42.58528427,2.28042178,Jujols
817,"66159","2",42.62667914,2.12506456,Réal
333,"66122","10",42.64411388,2.27098571,Nohèdes
504,"66086","11",42.57878124,2.53773390,Glorianes
453,"66018","82",42.54516648,2.57153954,La Bastide
1147,"66150","32",42.42091636,2.35471064,Prats-de-Mollo-la-Preste
402,"66198","69",42.70309061,2.37958241,Sournia
456,"66018","82",42.54962509,2.56394912,La Bastide
459,"66018","82",42.54376241,2.56586026,La Bastide
521,"66150","9",42.38114743,2.49002740,Prats-de-Mollo-la-Preste
506,"66086","11",42.58747430,2.53607290,Glorianes
3480,"66057","114",42.58376450,2.38842774,Corneilla-de-Conflent
410,"66122","102",42.62954239,2.27937564,Nohèdes
3484,"66057","114",42.57758105,2.38836617,Corneilla-de-Conflent
1323,"66122","149",42.63496893,2.23127096,Nohèdes
463,"66219","116",42.64001118,2.32524518,Urbanya
21,"66119","106",42.68592490,2.26195528,Mosset
2177,"66221","12",42.54270779,2.53119930,Valmanya
4045,"66074","112",42.67743729,2.42689576,Eus
421,"66066","17",42.49110753,1.89835087,Enveitg
1150,"66066","17",42.49743409,1.88378966,Enveitg
3730,"66198","69",42.71291365,2.38756134,Sournia
1256,"66198","41",42.69536216,2.37719343,Sournia
591,"66128","55",42.59351169,2.20335902,Oreilla
4046,"66018","134",42.54664678,2.56630986,La Bastide
1195,"66150","31",42.43101018,2.46613768,Prats-de-Mollo-la-Preste
1196,"66150","31",42.42725083,2.46722906,Prats-de-Mollo-la-Preste
3732,"66198","69",42.71047026,2.38362543,Sournia
1300,"66155","24",42.50266390,2.32343102,Py
4047,"66149","238",42.59281782,2.42994113,Prades
597,"66125","178",42.58906102,2.26001348,Olette
4049,"66018","134",42.54407184,2.56943031,La Bastide
953,"66119","106",42.70182779,2.27382998,Mosset
812,"66149","167",42.59961317,2.44228270,Prades
4048,"66221","12",42.54270779,2.53119930,Valmanya
3807,"66198","2",42.73825124,2.41022998,Sournia
1398,"66150","81",42.37255095,2.48224876,Prats-de-Mollo-la-Preste
657,"66067","84",42.42584383,2.04104544,Err
3636,"66057","114",42.57738062,2.38819644,Corneilla-de-Conflent
2211,"66206","131",42.43987376,2.52629581,Le Tech
1236,"66193","56",42.57835252,2.30587819,Serdinya
949,"66157","38",42.59417982,2.16850569,Railleu
1224,"66066","17",42.49904233,1.88744874,Enveitg
2178,"66149","30",42.59284682,2.43117162,Prades
106,"66090","93",42.58041721,2.27657547,Jujols
3997,"66062","48",42.52667412,1.92525078,Dorres
496,"66206","108",42.43816539,2.51737535,Le Tech
2757,"66048","130",42.44982877,3.15637265,Cerbère
3530,"66190","228",42.83492437,2.83187878,Salses-le-Château
2183,"66221","44",42.52556762,2.49132734,Valmanya
74,"66043","13",42.48510078,2.40832616,Casteil
1345,"66067","84",42.40262015,2.07981426,Err
134,"66198","69",42.70847633,2.38215659,Sournia
1441,"66198","69",42.69774308,2.38000537,Sournia
144,"66155","24",42.49684426,2.31870799,Py
2000,"66119","125",42.68854222,2.30096402,Mosset
3196,"66150","31",42.47249035,2.44322115,Prats-de-Mollo-la-Preste
1099,"66165","176",42.67097289,2.53086621,Rodès
24,"66150","76",42.43848801,2.40579462,Prats-de-Mollo-la-Preste
1822,"66130","159",42.40838299,2.01580748,Osséja
565,"66122","10",42.62631669,2.29631813,Nohèdes
217,"66198","41",42.69451705,2.40805207,Sournia
3888,"66112","28",42.58864761,2.71593847,Montauriol
1350,"66188","1",42.48843991,2.10018161,Saint-Pierre-dels-Forcats
4050,"66112","28",42.59064266,2.71569403,Montauriol
1332,"66074","173",42.66479682,2.46251865,Eus
173,"66066","17",42.49196833,1.89432807,Enveitg
283,"66150","76",42.43836006,2.40650326,Prats-de-Mollo-la-Preste
316,"66150","76",42.44182761,2.38302333,Prats-de-Mollo-la-Preste
3999,"66066","17",42.52336412,1.88207593,Enveitg
3897,"66066","17",42.52378206,1.87855997,Enveitg
615,"66090","56",42.57981856,2.29060447,Jujols
343,"66198","73",42.69771837,2.40297782,Sournia
750,"66150","76",42.43384783,2.40250956,Prats-de-Mollo-la-Preste
3894,"66150","76",42.43347709,2.39758704,Prats-de-Mollo-la-Preste
689,"66150","76",42.45331166,2.41449041,Prats-de-Mollo-la-Preste
702,"66150","76",42.45092286,2.40466275,Prats-de-Mollo-la-Preste
344,"66198","73",42.69617063,2.40904138,Sournia
1333,"66161","65",42.62512402,2.38229435,Ria-Sirach
2206,"66206","131",42.43711250,2.52941996,Le Tech
3996,"66147","232",42.56271579,1.79060477,Porté-Puymorens
162,"66062","48",42.52969933,1.92799088,Dorres
2208,"66206","131",42.43779999,2.52874538,Le Tech
4053,"66018","134",42.54368572,2.57279444,La Bastide
356,"66198","73",42.69719292,2.40629065,Sournia
2210,"66206","131",42.44077487,2.52617122,Le Tech
1357,"66149","143",42.59687675,2.42564298,Prades
681,"66221","186",42.52838982,2.53875343,Valmanya
187,"66147","37",42.56717014,1.80714200,Porté-Puymorens
176,"66043","13",42.50374536,2.43039200,Casteil
209,"66147","37",42.56095754,1.79190002,Porté-Puymorens
483,"66119","25",42.66037300,2.38762872,Mosset
1356,"66147","37",42.55776687,1.79856051,Porté-Puymorens
2181,"66119","204",42.67917861,2.30267924,Mosset
2188,"66221","44",42.52308814,2.49016002,Valmanya
180,"66062","48",42.52979958,1.94375053,Dorres
685,"66150","196",42.41850018,2.48117658,Prats-de-Mollo-la-Preste
193,"66122","46",42.63507980,2.26581328,Nohèdes
866,"66147","37",42.57645232,1.82776159,Porté-Puymorens
499,"66119","25",42.66938168,2.37637564,Mosset
243,"66155","24",42.49684426,2.31870799,Py
633,"66090","93",42.57847289,2.28502218,Jujols
345,"66122","149",42.63046112,2.23692543,Nohèdes
686,"66111","181",42.71649973,2.56302467,Montalba-le-Château
519,"66198","41",42.69732031,2.40501750,Sournia
709,"66206","108",42.44726215,2.52065220,Le Tech
646,"66157","38",42.59441553,2.17182846,Railleu
603,"66074","20",42.67132725,2.43531965,Eus
4000,"66122","222",42.63840122,2.25608283,Nohèdes
2133,"66074","112",42.66999440,2.46161524,Eus
692,"66155","54",42.50630793,2.33087712,Py
654,"66090","93",42.57259206,2.27750565,Jujols
494,"66206","108",42.44135810,2.52600719,Le Tech
2176,"66221","12",42.54129694,2.52826978,Valmanya
4001,"66122","222",42.63734184,2.25579495,Nohèdes
736,"66206","108",42.44628655,2.52143608,Le Tech
3699,"66166","236",42.53476363,2.38026513,Sahorre
3034,"66211","188",42.56822176,2.75407793,Tordères
2161,"66022","209",42.56321530,2.57557962,Boule-d'Amont
269,"66066","17",42.50433147,1.88914710,Enveitg
324,"66119","169",42.66973072,2.21816542,Mosset
814,"66149","182",42.60367792,2.43539159,Prades
4002,"66225","221",42.49571183,2.88081480,Villelongue-dels-Monts
648,"66157","38",42.58836347,2.17621719,Railleu
518,"66150","35",42.41168755,2.36962097,Prats-de-Mollo-la-Preste
666,"66067","84",42.43489654,2.05286067,Err
824,"66149","182",42.59393643,2.43107791,Prades
1053,"66109","25",42.68538500,2.39504992,Molitg-les-Bains
1280,"66066","17",42.49552868,1.90277161,Enveitg
1282,"66066","17",42.49627654,1.89348788,Enveitg
1304,"66125","8",42.59629055,2.22929217,Olette
545,"66221","12",42.54415578,2.52186353,Valmanya
621,"66193","105",42.58432003,2.32137253,Serdinya
616,"66193","105",42.58256865,2.30292763,Serdinya
826,"66149","182",42.59500222,2.42823940,Prades
1309,"66191","142",42.60634454,2.17262992,Sansa
911,"66202","146",42.50880256,1.97156683,Targasonne
627,"66193","105",42.58061251,2.32321025,Serdinya
624,"66090","105",42.58081710,2.30008527,Jujols
1292,"66193","105",42.58377914,2.30597119,Serdinya
1335,"66193","105",42.57789037,2.31911377,Serdinya
1361,"66062","48",42.53183519,1.93956713,Dorres
637,"66125","178",42.57998920,2.27190460,Olette
4054,"66193","126",42.58358803,2.30309389,Serdinya
688,"66149","182",42.59222323,2.43170296,Prades
1159,"66221","92",42.53504994,2.51873084,Valmanya
3739,"66198","69",42.69716329,2.36472858,Sournia
4055,"66193","126",42.58224681,2.30267272,Serdinya
41,"66122","117",42.62551643,2.29020338,Nohèdes
828,"66150","32",42.41604467,2.37017305,Prats-de-Mollo-la-Preste
3870,"66128","55",42.57784729,2.22949014,Oreilla
355,"66150","76",42.43256043,2.40248706,Prats-de-Mollo-la-Preste
705,"66149","182",42.59789650,2.43477406,Prades
4056,"66090","56",42.57766908,2.28611998,Jujols
921,"66193","105",42.56751812,2.30477734,Serdinya
756,"66149","182",42.59713296,2.42571396,Prades
185,"66062","48",42.52747107,1.92609642,Dorres
274,"66119","106",42.70021185,2.31759572,Mosset
1019,"66119","42",42.68119598,2.34628830,Mosset
358,"66150","76",42.43971053,2.41133270,Prats-de-Mollo-la-Preste
359,"66150","76",42.43713066,2.41068573,Prats-de-Mollo-la-Preste
839,"66206","108",42.44500777,2.52310116,Le Tech
276,"66119","106",42.69465051,2.30701912,Mosset
1202,"66183","14",42.54075990,2.61207359,Saint-Marsal
4057,"66166","236",42.53487309,2.38026122,Sahorre
309,"66155","7",42.48347248,2.40001008,Py
186,"66122","149",42.63690543,2.24390374,Nohèdes
1355,"66202","146",42.50240272,1.96717851,Targasonne
414,"66179","88",42.39801608,2.67070445,Saint-Laurent-de-Cerdans
791,"66149","182",42.60038480,2.43628433,Prades
848,"66091","120",42.38888248,2.51474732,Lamanère
2091,"66010","210",42.57518669,2.18650704,Ayguatébia-Talau
139,"66125","8",42.62544326,2.20725076,Olette
796,"66149","182",42.60210679,2.43607272,Prades
4059,"66147","37",42.57096957,1.81581500,Porté-Puymorens
4060,"66147","37",42.57037959,1.81516285,Porté-Puymorens
4061,"66147","37",42.56941989,1.80894677,Porté-Puymorens
874,"66033","190",42.62674852,2.67486749,Camélas
319,"66119","106",42.69139827,2.26272276,Mosset
331,"66122","149",42.64803170,2.21378063,Nohèdes
2104,"66010","210",42.57759256,2.18770087,Ayguatébia-Talau
1069,"66035","20",42.68328180,2.42076750,Campoussy
4058,"66147","37",42.57426005,1.82333660,Porté-Puymorens
2106,"66010","210",42.57554663,2.18375877,Ayguatébia-Talau
332,"66122","149",42.64788799,2.21977833,Nohèdes
428,"66150","35",42.41166919,2.36793536,Prats-de-Mollo-la-Preste
454,"66122","149",42.64654331,2.20935854,Nohèdes
466,"66122","149",42.64254099,2.22986950,Nohèdes
6,"66150","76",42.45587492,2.41268564,Prats-de-Mollo-la-Preste
850,"66005","71",42.52675392,1.95439569,Angoustrine-Villeneuve-des-Escaldes
875,"66033","190",42.63220254,2.66520138,Camélas
595,"66157","38",42.59991091,2.15908401,Railleu
1034,"66198","41",42.69712239,2.41072156,Sournia
1063,"66074","20",42.66818320,2.43403198,Eus
4062,"66147","37",42.57500002,1.80960554,Porté-Puymorens
1133,"66067","84",42.43857346,2.04897176,Err
433,"66122","149",42.62983288,2.23839018,Nohèdes
457,"66122","149",42.64443482,2.22647413,Nohèdes
1344,"66149","182",42.59549617,2.43318736,Prades
1358,"66125","179",42.57342117,2.27174159,Olette
469,"66122","149",42.64154129,2.22805544,Nohèdes
524,"66122","149",42.63798759,2.22758127,Nohèdes
554,"66122","149",42.64103468,2.23188747,Nohèdes
920,"66193","105",42.57033817,2.30540701,Serdinya
631,"66125","178",42.57885263,2.27071541,Olette
800,"66066","17",42.49718781,1.90230884,Enveitg
636,"66193","105",42.57747649,2.32249425,Serdinya
1235,"66193","56",42.58311634,2.30355816,Serdinya
903,"66066","17",42.49858087,1.86797007,Enveitg
904,"66066","17",42.50264133,1.88935155,Enveitg
776,"66150","32",42.41797513,2.36216432,Prats-de-Mollo-la-Preste
905,"66066","17",42.50993775,1.89942276,Enveitg
4065,"66109","25",42.68804362,2.37132974,Molitg-les-Bains
3551,"66127","228",42.84659884,2.84748062,Opoul-Périllos
970,"66066","17",42.49689695,1.90280402,Enveitg
895,"66159","2",42.63950690,2.13073574,Réal
1204,"66090","93",42.58053161,2.28165380,Jujols
4051,"66119","25",42.68652178,2.36919459,Mosset
4052,"66119","25",42.68702689,2.36833061,Mosset
470,"66122","46",42.63852348,2.25886303,Nohèdes
1197,"66141","104",42.74463130,2.93248446,Pia
679,"66010","39",42.56207694,2.19076489,Ayguatébia-Talau
948,"66090","105",42.58017322,2.30108943,Jujols
4064,"66119","25",42.68891691,2.36741446,Mosset
1043,"66119","106",42.69569800,2.30178449,Mosset
317,"66113","133",42.48464797,2.60868654,Montbolo
4066,"66198","2",42.74449606,2.41731226,Sournia
1044,"66119","106",42.70401606,2.32688952,Mosset
1374,"66122","10",42.62577586,2.28040541,Nohèdes
1368,"66119","169",42.65976635,2.25134589,Mosset
713,"66193","105",42.57850446,2.30821558,Serdinya
988,"66013","11",42.57308969,2.53599386,Baillestavy
1033,"66198","41",42.69222743,2.40628741,Sournia
4063,"66198","73",42.69438199,2.37865839,Sournia
93,"66066","17",42.50719691,1.88093375,Enveitg
809,"66060","148",42.51166305,2.56862557,Corsavy
132,"66119","106",42.70176867,2.31371816,Mosset
996,"66079","11",42.58312968,2.52888661,Finestret
822,"66150","35",42.41192421,2.36782557,Prats-de-Mollo-la-Preste
1002,"66206","108",42.44714154,2.52050485,Le Tech
1854,"66130","159",42.40948373,2.02230329,Osséja
924,"66090","93",42.58214551,2.28543746,Jujols
286,"66150","35",42.41766284,2.40568777,Prats-de-Mollo-la-Preste
151,"66066","17",42.50928627,1.89939046,Enveitg
314,"66150","35",42.41930421,2.40357990,Prats-de-Mollo-la-Preste
865,"66149","143",42.59304862,2.43317408,Prades
3,"66150","76",42.43930591,2.38575124,Prats-de-Mollo-la-Preste
1858,"66130","159",42.41152145,2.02057263,Osséja
221,"66122","46",42.63856866,2.24724849,Nohèdes
235,"66122","149",42.63197172,2.22781956,Nohèdes
795,"66150","81",42.37497961,2.47575973,Prats-de-Mollo-la-Preste
2192,"66128","55",42.58643945,2.21813281,Oreilla
1012,"66150","47",42.41579248,2.45807056,Prats-de-Mollo-la-Preste
1342,"66150","35",42.40920643,2.37329763,Prats-de-Mollo-la-Preste
643,"66116","199",42.43050446,2.55292074,Montferrer
1192,"66015","189",42.55758133,2.87273072,Banyuls-dels-Aspres
1338,"66141","104",42.74888625,2.91269124,Pia
965,"66090","93",42.57624746,2.28205434,Jujols
1193,"66015","189",42.55520759,2.87367426,Banyuls-dels-Aspres
990,"66206","108",42.44435740,2.52159209,Le Tech
79,"66018","34",42.53834924,2.56712454,La Bastide
1931,"66206","131",42.44077487,2.52617122,Le Tech
251,"66018","34",42.54041066,2.56332854,La Bastide
485,"66018","34",42.53681883,2.56443043,La Bastide
3975,"66149","238",42.59594819,2.42922837,Prades
3240,"66220","5",42.38997377,2.05457476,Valcebollère
1011,"66150","81",42.37147809,2.45914911,Prats-de-Mollo-la-Preste
245,"66119","106",42.69851096,2.30010291,Mosset
593,"66157","38",42.59780164,2.16309633,Railleu
1046,"66109","25",42.68425390,2.38474283,Molitg-les-Bains
2103,"66119","106",42.69612144,2.26539542,Mosset
326,"66119","169",42.66215502,2.25525931,Mosset
20,"66149","30",42.59533267,2.42569754,Prades
350,"66122","149",42.63033711,2.22812557,Nohèdes
3977,"66149","238",42.59259651,2.43324831,Prades
3978,"66149","238",42.59439694,2.42670022,Prades
3979,"66149","238",42.60245985,2.43618715,Prades
231,"66119","127",42.70082500,2.32923855,Mosset
1020,"66119","74",42.68639699,2.32822802,Mosset
94,"66198","2",42.73794576,2.42091272,Sournia
1102,"66044","155",42.60203050,2.71727681,Castelnou
1098,"66198","2",42.74072588,2.43404996,Sournia
1112,"66150","9",42.38321025,2.49102923,Prats-de-Mollo-la-Preste
47,"66147","37",42.56689355,1.78249842,Porté-Puymorens
570,"66191","55",42.61126389,2.20687340,Sansa
577,"66191","142",42.60749090,2.16827731,Sansa
844,"66150","35",42.40882536,2.36612593,Prats-de-Mollo-la-Preste
1322,"66122","149",42.63499144,2.23126605,Nohèdes
727,"66221","185",42.53313809,2.51543359,Valmanya
158,"66122","149",42.63083282,2.22663106,Nohèdes
1145,"66221","44",42.52747043,2.49158063,Valmanya
744,"66150","81",42.37469019,2.47021107,Prats-de-Mollo-la-Preste
1070,"66151","175",42.74207655,2.44144203,Prats-de-Sournia
778,"66221","185",42.53714495,2.52196130,Valmanya
175,"66045","97",42.65278586,2.42906960,Catllar
184,"66198","41",42.68706362,2.39878129,Sournia
728,"66066","17",42.50297173,1.86945512,Enveitg
140,"66198","69",42.71888385,2.39410899,Sournia
877,"66153","80",42.54816260,2.61475114,Prunet-et-Belpuig
2438,"66066","17",42.49685918,1.86919603,Enveitg
956,"66119","106",42.69319919,2.28721869,Mosset
1430,"66149","30",42.59255487,2.43132500,Prades
734,"66116","198",42.44947082,2.53729780,Montferrer
222,"66018","34",42.54041066,2.56332854,La Bastide
320,"66119","106",42.68848164,2.26691605,Mosset
1274,"66043","13",42.48552676,2.41066540,Casteil
223,"66018","34",42.53659694,2.56882980,La Bastide
2063,"66109","25",42.68699406,2.37744087,Molitg-les-Bains
837,"66149","182",42.60340289,2.43686501,Prades
743,"66150","96",42.38900164,2.50568924,Prats-de-Mollo-la-Preste
1132,"66119","42",42.69842154,2.36269412,Mosset
1083,"66198","2",42.74088104,2.43003681,Sournia
27,"66149","30",42.60309122,2.43427035,Prades
1868,"66013","11",42.57774394,2.53221255,Baillestavy
1189,"66109","25",42.68132136,2.40449007,Molitg-les-Bains
3532,"66190","228",42.83326758,2.83491578,Salses-le-Château
840,"66066","17",42.50635168,1.89924558,Enveitg
1373,"66151","175",42.74852572,2.44321469,Prats-de-Sournia
1363,"66125","179",42.58739470,2.27001335,Olette
4,"66150","76",42.43961999,2.40150530,Prats-de-Mollo-la-Preste
30,"66072","45",42.47900784,2.02016128,Estavar
468,"66122","10",42.63724393,2.27411340,Nohèdes
1372,"66151","175",42.74638619,2.43640182,Prats-de-Sournia
1139,"66193","39",42.57592638,2.32140529,Serdinya
1090,"66151","175",42.74084353,2.45109999,Prats-de-Sournia
43,"66128","18",42.57556386,2.22681614,Oreilla
67,"66198","69",42.70360645,2.37815206,Sournia
869,"66062","48",42.53479581,1.93291428,Dorres
1411,"66091","120",42.38646611,2.51011126,Lamanère
22,"66119","106",42.68821675,2.26820333,Mosset
7,"66150","76",42.45162202,2.41473664,Prats-de-Mollo-la-Preste
1110,"66091","120",42.38856151,2.51351276,Lamanère
87,"66150","35",42.41791012,2.39953903,Prats-de-Mollo-la-Preste
1049,"66119","42",42.68028328,2.34629336,Mosset
1144,"66193","39",42.57279931,2.32923526,Serdinya
1149,"66119","106",42.69449098,2.30862624,Mosset
575,"66191","55",42.60783012,2.20373603,Sansa
761,"66220","5",42.38211332,2.06913468,Valcebollère
3783,"66198","69",42.70854059,2.38584472,Sournia
762,"66220","5",42.38946738,2.06115284,Valcebollère
322,"66119","108",42.68257280,2.28589871,Mosset
785,"66066","17",42.50136452,1.88833867,Enveitg
311,"66150","76",42.44010072,2.40456710,Prats-de-Mollo-la-Preste
1064,"66074","20",42.67132725,2.43531965,Eus
1413,"66013","11",42.57259978,2.53593110,Baillestavy
931,"66122","149",42.64806949,2.21295094,Nohèdes
321,"66119","108",42.68292668,2.29090752,Mosset
429,"66150","32",42.41546975,2.36993463,Prats-de-Mollo-la-Preste
3077,"66119","74",42.69245308,2.31138864,Mosset
323,"66119","108",42.68215974,2.27878949,Mosset
437,"66122","117",42.63221300,2.28427486,Nohèdes
555,"66122","149",42.64321506,2.24758497,Nohèdes
1066,"66074","20",42.67190093,2.44138934,Eus
443,"66198","2",42.74230527,2.42787820,Sournia
503,"66013","11",42.57774873,2.53217411,Baillestavy
1238,"66193","39",42.57562923,2.32677489,Serdinya
1404,"66183","43",42.53623844,2.60904788,Saint-Marsal
119,"66109","25",42.68443333,2.39487030,Molitg-les-Bains
1277,"66119","25",42.66144730,2.38718721,Mosset
1399,"66018","134",42.55001989,2.56281766,La Bastide
122,"66128","18",42.57211152,2.23376793,Oreilla
133,"66198","69",42.69699417,2.36667773,Sournia
1071,"66074","20",42.67937096,2.42230466,Eus
1113,"66150","9",42.38296465,2.49141031,Prats-de-Mollo-la-Preste
137,"66125","8",42.62489912,2.20180162,Olette
1365,"66198","2",42.74185629,2.42976670,Sournia
1366,"66198","2",42.74135103,2.43428369,Sournia
932,"66122","149",42.64810562,2.21776301,Nohèdes
1248,"66122","149",42.64139604,2.22342506,Nohèdes
725,"66155","165",42.50630900,2.36603019,Py
1433,"66198","69",42.69612478,2.36321491,Sournia
718,"66150","35",42.42391440,2.38718214,Prats-de-Mollo-la-Preste
1428,"66119","106",42.70090375,2.28432492,Mosset
113,"66086","11",42.58505806,2.53472710,Glorianes
64,"66150","35",42.40880131,2.36624060,Prats-de-Mollo-la-Preste
138,"66109","25",42.68366754,2.37679032,Molitg-les-Bains
1249,"66122","149",42.64194308,2.22432214,Nohèdes
502,"66086","11",42.58889856,2.53915300,Glorianes
1253,"66066","17",42.50029130,1.87622302,Enveitg
1072,"66074","20",42.66024079,2.41868024,Eus
1281,"66066","17",42.49273287,1.89722860,Enveitg
1319,"66119","106",42.69283595,2.26367099,Mosset
1755,"66150","76",42.44627643,2.39337151,Prats-de-Mollo-la-Preste
667,"66150","96",42.38900164,2.50568924,Prats-de-Mollo-la-Preste
578,"66191","55",42.60521618,2.20659587,Sansa
1353,"66122","149",42.64444786,2.22467536,Nohèdes
1401,"66119","106",42.70078145,2.30022440,Mosset
194,"66122","46",42.63965126,2.26574497,Nohèdes
1419,"66066","17",42.49707924,1.89270888,Enveitg
1950,"66018","134",42.54667685,2.56630857,La Bastide
458,"66122","149",42.64395390,2.20270742,Nohèdes
3248,"66150","32",42.42575647,2.36432541,Prats-de-Mollo-la-Preste
1951,"66018","134",42.54508095,2.56744309,La Bastide
760,"66155","54",42.50618671,2.32563899,Py
1377,"66013","11",42.57581276,2.53414169,Baillestavy
280,"66119","109",42.68005526,2.31463697,Mosset
1452,"66150","32",42.43154514,2.36727049,Prats-de-Mollo-la-Preste
40,"66198","2",42.74011613,2.43017421,Sournia
1172,"66150","96",42.39746141,2.50578074,Prats-de-Mollo-la-Preste
1095,"66198","2",42.73792501,2.40805168,Sournia
1455,"66150","32",42.42722443,2.36806019,Prats-de-Mollo-la-Preste
1191,"66109","26",42.65692808,2.39414028,Molitg-les-Bains
237,"66150","35",42.42335322,2.38714608,Prats-de-Mollo-la-Preste
694,"66155","54",42.50366536,2.34364949,Py
3981,"66149","238",42.59194763,2.42909789,Prades
449,"66066","17",42.50859175,1.88844675,Enveitg
3256,"66150","76",42.44684426,2.41355321,Prats-de-Mollo-la-Preste
407,"66150","32",42.43674789,2.37614041,Prats-de-Mollo-la-Preste
304,"66122","46",42.63857006,2.25976545,Nohèdes
85,"66074","20",42.67040505,2.42495661,Eus
3546,"66127","228",42.84580429,2.83810704,Opoul-Périllos
212,"66081","19",42.65171746,2.04298471,Fontrabiouse
305,"66122","46",42.63949442,2.24945982,Nohèdes
1231,"66074","20",42.67936001,2.42945518,Eus
163,"66062","48",42.53435146,1.93526614,Dorres
3724,"66198","2",42.73894171,2.41161554,Sournia
4007,"66022","209",42.57468912,2.57875111,Boule-d'Amont
167,"66119","127",42.70053769,2.32715663,Mosset
1785,"66112","28",42.58923966,2.71591561,Montauriol
415,"66193","39",42.57298104,2.32955709,Serdinya
232,"66128","18",42.56934448,2.23987366,Oreilla
446,"66066","77",42.46116419,1.90320197,Enveitg
588,"66150","76",42.43778092,2.41526643,Prats-de-Mollo-la-Preste
592,"66157","38",42.59936247,2.16152721,Railleu
388,"66086","11",42.57880445,2.53335014,Glorianes
699,"66150","81",42.37247693,2.48288072,Prats-de-Mollo-la-Preste
340,"66119","90",42.68803712,2.29099006,Mosset
290,"66150","32",42.41579064,2.36814908,Prats-de-Mollo-la-Preste
2,"66150","76",42.44074790,2.38335641,Prats-de-Mollo-la-Preste
974,"66150","32",42.41950025,2.35996185,Prats-de-Mollo-la-Preste
11,"66043","13",42.50452627,2.44524132,Casteil
327,"66219","116",42.65750585,2.29805454,Urbanya
346,"66122","149",42.62924564,2.23660370,Nohèdes
549,"66150","35",42.41188325,2.36966196,Prats-de-Mollo-la-Preste
976,"66150","32",42.41800221,2.36448581,Prats-de-Mollo-la-Preste
1188,"66074","25",42.67790007,2.41325453,Eus
376,"66150","31",42.45775687,2.44468693,Prats-de-Mollo-la-Preste
662,"66149","143",42.59430433,2.42677044,Prades
2043,"66090","56",42.57404666,2.27388028,Jujols
476,"66125","8",42.63190367,2.21780547,Olette
2044,"66090","56",42.57266042,2.27457004,Jujols
3664,"66150","234",42.43379137,2.40399461,Prats-de-Mollo-la-Preste
